Name,Address,City,State,Workers,Local,District,Contract
"3070 White Bear Avenue, Maplewood, MN",3070 White Bear Avenue,Maplewood,MN,99,4384,2,Orange
"314 W 1st St, Duluth, MN",314 W 1st St,Duluth,MN,15,3706,9,Maroon
"12481 Riverdale Blvd NW, Coon Rapids, MN",12481 Riverdale Blvd NW,Coon Rapids,MN,68,8873,6,Turquoise
"14695 Edgewood Dr.suite 100, Baxter, MN",14695 Edgewood Dr.suite 100,Baxter,MN,61,1087,6,Khaki
"1945 Southdale Center, Edina, MN",1945 Southdale Center,Edina,MN,14,8406,4,Purple
"224 East Central Entrance, Duluth, MN",224 East Central Entrance,Duluth,MN,67,6007,1,Indigo
"760 N. Chestnut St., Chaska, MN",760 N. Chestnut St.,Chaska,MN,21,2525,3,Red
"1433 West Lake St., Minneapolis, MN",1433 West Lake St.,Minneapolis,MN,84,6070,1,Fuscia
"14270 Buck Hill Road, Burnsville, MN",14270 Buck Hill Road,Burnsville,MN,59,6844,7,Blue
"2515 24th Ave S, Minneapolis, MN",2515 24th Ave S,Minneapolis,MN,53,483,4,Crimson
"8105 Wedgewood Ln, Maple Grove, MN",8105 Wedgewood Ln,Maple Grove,MN,83,8497,2,Khaki
"1498 Hwy. 33 South, Cloquet, MN",1498 Hwy. 33 South,Cloquet,MN,20,6520,7,Green
"1920 S Pokegama Ave, Grand Rapids, MN",1920 S Pokegama Ave,Grand Rapids,MN,56,9574,8,Fuscia
"1023 East Blue Earth Ave, Fairmont, MN",1023 East Blue Earth Ave,Fairmont,MN,88,5590,2,Pink
"1800 Plymouth Rd, Minnetonka, MN",1800 Plymouth Rd,Minnetonka,MN,1,9044,4,Puce
"4101 W Division St Space E0008, St. Cloud, MN",4101 W Division St Space E0008,St. Cloud,MN,90,9731,2,Yellow
"1854 Madison Ave, Mankato, MN",1854 Madison Ave,Mankato,MN,83,6586,4,Violet
"118 S 19th St, Omaha, NE",118 S 19th St,Omaha,NE,85,6696,7,Crimson
"2505 S 72nd St, Omaha, NE",2505 S 72nd St,Omaha,NE,55,5548,9,Puce
"1052 29th St, SE, Watertown, SD",1052 29th St,Watertown,SD,98,7501,2,Fuscia
"1325 Elgin St., Ste 200, Rapid City, SD",1325 Elgin St.,Rapid City,SD,16,9435,1,Purple
"1224 W 41st St, Sioux Falls, SD",1224 W 41st St,Sioux Falls,SD,1,9385,6,Pink
"3709 W 41st St Ste 1, Sioux Falls, SD",3709 W 41st St Ste 1,Sioux Falls,SD,33,8398,7,Green
"2800 W 10th St, Sioux Falls, SD",2800 W 10th St,Sioux Falls,SD,21,9495,9,Yellow
"2103 2nd Ave W, Williston, ND",2103 2nd Ave W,Williston,ND,70,2990,2,Orange
"2449 W Chicago St, Rapid City, SD",2449 W Chicago St,Rapid City,SD,16,3444,1,Aquamarine
"4417 13th Ave S, Fargo, ND",4417 13th Ave S,Fargo,ND,73,208,8,Yellow
"3447 S. Broadway, Minot, ND",3447 S. Broadway,Minot,ND,49,5808,6,Turquoise
"541 S 7th St, Bismarck, ND",541 S 7th St,Bismarck,ND,86,3615,2,Mauv
"3750 32nd Ave S Ste 105, Grand Forks, ND",3750 32nd Ave S Ste 105,Grand Forks,ND,5,5928,8,Puce
"935 E Colorado Blvd, Spearfish, SD",935 E Colorado Blvd,Spearfish,SD,54,1069,1,Khaki
"1103 E Boxelder Rd Ste I, Gillette, WY",1103 E Boxelder Rd Ste I,Gillette,WY,63,5823,1,Turquoise
"105 Buffalo Way, Jackson Hole, WY",105 Buffalo Way,Jackson Hole,WY,45,9410,9,Goldenrod
"6750 Wildcat Rd, Evansville, WY",6750 Wildcat Rd,Evansville,WY,58,7299,6,Khaki
"4070 Plaza Dr, Casper, WY",4070 Plaza Dr,Casper,WY,7,9856,2,Purple
"5800 N Meeker Ave, Boise, ID",5800 N Meeker Ave,Boise,ID,77,5399,7,Khaki
"2386 N Eagle Road, Meridian, ID",2386 N Eagle Road,Meridian,ID,71,3451,1,Goldenrod
"16597 North Marketplace Blvd, Nampa, ID",16597 North Marketplace Blvd,Nampa,ID,100,9184,8,Blue
"501 N Milwaukee St, Boise, ID",501 N Milwaukee St,Boise,ID,54,1854,7,Red
"2890 S 25th E, Idaho Falls, ID",2890 S 25th E,Idaho Falls,ID,34,7168,1,Violet
"799 Cheney Drive, Twin Falls, ID",799 Cheney Drive,Twin Falls,ID,74,2727,7,Yellow
"948 N Harrison, Pocatello, ID",948 N Harrison,Pocatello,ID,84,1893,6,Goldenrod
"100 S Main St, Pueblo, CO",100 S Main St,Pueblo,CO,44,6785,6,Yellow
"3758 W 7800 S, West Jordan, UT",3758 W 7800 S,West Jordan,UT,11,2015,4,Red
"936 N Main St, Layton, UT",936 N Main St,Layton,UT,36,2860,3,Purple
"4025 Riverdale Road, Ogden, UT",4025 Riverdale Road,Ogden,UT,38,1128,3,Orange
"2572 Washington Blvd, Ogden, UT",2572 Washington Blvd,Ogden,UT,50,8805,1,Maroon
"6227 S. State Street #4, Murray, UT",6227 S. State Street #4,Murray,UT,10,5044,6,Turquoise
"192 N 200 E, Roosevelt, UT",192 N 200 E,Roosevelt,UT,9,6693,5,Khaki
"11316 State Street, Sandy, UT",11316 State Street,Sandy,UT,74,732,9,Purple
"545 E University Pkwy Ste 100, Orem, UT",545 E University Pkwy Ste 100,Orem,UT,58,3311,7,Indigo
"1152 W Hwy 40 Ste 5, Vernal, UT",1152 W Hwy 40 Ste 5,Vernal,UT,74,6088,8,Red
"11426 South District Drive, South Jordan, UT",11426 South District Drive,South Jordan,UT,86,5976,3,Fuscia
"3069 S. Colt Plaza Dr., West Valley City, UT",3069 S. Colt Plaza Dr.,West Valley City,UT,78,9528,3,Blue
"1865 W Pleasant Grove Blvd D, Pleasant Grove, UT",1865 W Pleasant Grove Blvd D,Pleasant Grove,UT,10,7800,1,Crimson
"1010 North Main, Logan, UT",1010 North Main,Logan,UT,78,9522,7,Khaki
"1299 East Main St. Ste 110, Lehi, UT",1299 East Main St. Ste 110,Lehi,UT,72,4261,9,Green
"576 E 400 S, Salt Lake City, UT",576 E 400 S,Salt Lake City,UT,62,6346,1,Fuscia
"3333 W Hwy 56, Cedar City, UT",3333 W Hwy 56,Cedar City,UT,55,1729,4,Pink
"1140 Brickyard Rd Suite 180, Salt Lake City, UT",1140 Brickyard Rd Suite 180,Salt Lake City,UT,86,3976,5,Puce
"3100 E Kennedy Dr, Salt Lake City, UT",3100 E Kennedy Dr,Salt Lake City,UT,20,908,6,Yellow
"1610 Cheyenne Mt Blvd, Ste 160, Colorado Springs, CO",1610 Cheyenne Mt Blvd,Colorado Springs,CO,96,5821,5,Violet
"7158 N. Academy Blvd, Colorado Springs, CO",7158 N. Academy Blvd,Colorado Springs,CO,65,6435,6,Crimson
"3532 New Center Point, Colorado Springs, CO",3532 New Center Point,Colorado Springs,CO,55,153,5,Puce
"810 Hwy 50 West, Pueblo, CO",810 Hwy 50 West,Pueblo,CO,68,2697,3,Fuscia
"951 E 120th Ave., Thornton, CO",951 E 120th Ave.,Thornton,CO,66,9886,6,Purple
"180 Kenn Pratt Blvd #130, Longmont, CO",180 Kenn Pratt Blvd #130,Longmont,CO,68,9743,3,Pink
"1 W. Flatiron Crossing Dr, Broomfield, CO",1 W. Flatiron Crossing Dr,Broomfield,CO,33,3070,4,Green
"1675 29th Street, Boulder, CO",1675 29th Street,Boulder,CO,88,7482,7,Yellow
"4515 Jfk Parkway, Fort Collins, CO",4515 Jfk Parkway,Fort Collins,CO,9,214,3,Orange
"810 Hwy 50 West, Pueblo, CO",810 Hwy 50 West,Pueblo,CO,68,9142,3,Aquamarine
"161 Inverness Dr W, Englewood, CO",161 Inverness Dr W,Englewood,CO,23,8357,1,Yellow
"1425 Champa St, Denver, CO",1425 Champa St,Denver,CO,67,9253,9,Turquoise
"589 South Hover St., Longmont, CO",589 South Hover St.,Longmont,CO,41,5262,2,Mauv
"14532 Orchard Pkwy, Westminster, CO",14532 Orchard Pkwy,Westminster,CO,71,9049,6,Puce
"4524 Centerplace Dr., Greeley, CO",4524 Centerplace Dr.,Greeley,CO,18,2898,6,Khaki
"178 Bodo Dr, Durango, CO",178 Bodo Dr,Durango,CO,27,589,4,Turquoise
"1104 Cpl Max Donahue Ln, Highlands Ranch, CO",1104 Cpl Max Donahue Ln,Highlands Ranch,CO,84,684,5,Goldenrod
"58 N Steele Street, Denver, CO",58 N Steele Street,Denver,CO,43,8154,7,Khaki
"7365 W. Alaska Dr, Lakewood, CO",7365 W. Alaska Dr,Lakewood,CO,20,8635,4,Purple
"14401 E Bayaud Ave, Aurora, CO",14401 E Bayaud Ave,Aurora,CO,63,663,5,Khaki
"1001 16th St, Denver, CO",1001 16th St,Denver,CO,73,7450,6,Goldenrod
"8246 W Bowles Ave, Littleton, CO",8246 W Bowles Ave,Littleton,CO,39,9196,6,Blue
"2454 Highway 6 & 50, Grand Junction, CO",2454 Highway 6 & 50,Grand Junction,CO,24,6002,4,Red
"7507 E. 36th Ave, Denver, CO",7507 E. 36th Ave,Denver,CO,79,9590,9,Violet
"5131 Kipling Street, Wheat Ridge, CO",5131 Kipling Street,Wheat Ridge,CO,64,4063,5,Yellow
"8425 Park Meadows Center Dr., Lone Tree, CO",8425 Park Meadows Center Dr.,Lone Tree,CO,19,5762,1,Goldenrod
"14195 W. Colfax Avenue, Lakewood, CO",14195 W. Colfax Avenue,Lakewood,CO,72,2151,3,Yellow
"4417 S. Meridian Street, Ste A, Puyallup, WA",4417 S. Meridian Street,Puyallup,WA,45,9252,7,Red
"3000 184th St. SW Ste 857, Lynnwood, WA",3000 184th St. SW Ste 857,Lynnwood,WA,83,7648,8,Purple
"16425 Southcenter Parkway, Tukwila, WA",16425 Southcenter Parkway,Tukwila,WA,77,721,8,Orange
"12502 Totem Lake Blvd #100, Kirkland, WA",12502 Totem Lake Blvd #100,Kirkland,WA,16,2124,5,Maroon
"600 E.northern Lights Blvd#119, Anchorage, AK",600 E.northern Lights Blvd#119,Anchorage,AK,23,7800,5,Turquoise
"401 NE Northgate Way, Seattle, WA",401 NE Northgate Way,Seattle,WA,85,5297,3,Khaki
"625 Blacklake Blvd SW Ste 205, Olympia, WA",625 Blacklake Blvd SW Ste 205,Olympia,WA,76,2660,3,Purple
"800 E Dimond Blvd Ste 147, Anchorage, AK",800 E Dimond Blvd Ste 147,Anchorage,AK,22,6915,4,Indigo
"180 Bellevue Square, Bellevue, WA",180 Bellevue Square,Bellevue,WA,96,7532,9,Red
"344 Southcenter Mall Fl 1, Tukwila, WA",344 Southcenter Mall Fl 1,Tukwila,WA,4,7201,6,Fuscia
"8071 Guide Meridian Road, Lynden, WA",8071 Guide Meridian Road,Lynden,WA,50,8070,4,Blue
"20309 N Creek Pkwy, Bothell, WA",20309 N Creek Pkwy,Bothell,WA,2,5171,3,Crimson
"2420 South 320 St, Federal Way, WA",2420 South 320 St,Federal Way,WA,20,908,6,Khaki
"10315 Silverdale Way NW, Silverdale, WA",10315 Silverdale Way NW,Silverdale,WA,96,5821,5,Green
"27112 167th Place SE, Covington, WA",27112 167th Place SE,Covington,WA,65,6435,6,Fuscia
"2220 Abbott Rd Ste A, Anchorage, AK",2220 Abbott Rd Ste A,Anchorage,AK,55,153,5,Pink
"600 Pine St, Seattle, WA",600 Pine St,Seattle,WA,68,2697,3,Puce
"4291 Meridian Street Ste E-105, Bellingham, WA",4291 Meridian Street Ste E-105,Bellingham,WA,66,9886,6,Yellow
"7525 166th Ave NE Ste D120, Redmond, WA",7525 166th Ave NE Ste D120,Redmond,WA,68,9743,3,Violet
"1304 N Miller St Ste B, Wenatchee, WA",1304 N Miller St Ste B,Wenatchee,WA,33,3070,4,Crimson
"320 W 5th Avenue, Anchorage, AK",320 W 5th Avenue,Anchorage,AK,88,7482,7,Puce
"4711 Business Park Blvd, Anchorage, AK",4711 Business Park Blvd,Anchorage,AK,9,214,3,Fuscia
"1820 South Burlington Blvd., Burlington, WA",1820 South Burlington Blvd.,Burlington,WA,68,9142,3,Purple
"1118 N. Muldoon Rd. Suite 170, Anchorage, AK",1118 N. Muldoon Rd. Suite 170,Anchorage,AK,23,8357,1,Pink
"1402 SE Everett Mall, Everett, WA",1402 SE Everett Mall,Everett,WA,67,9253,9,Green
"6150 E Lake Sammamish Pkwy, Issaquah, WA",6150 E Lake Sammamish Pkwy,Issaquah,WA,41,5262,2,Yellow
"1501 4th Ave. Suite 116, Seattle, WA",1501 4th Ave. Suite 116,Seattle,WA,71,9049,6,Orange
"4626 25th Ave NE, Seattle, WA",4626 25th Ave NE,Seattle,WA,18,2898,6,Aquamarine
"1865 E Parks Hwy, Wasilla, AK",1865 E Parks Hwy,Wasilla,AK,27,589,4,Yellow
"9400 Glacier Hwy, Juneau, AK",9400 Glacier Hwy,Juneau,AK,84,684,5,Turquoise
"4502 South Steele St, Tacoma, WA",4502 South Steele St,Tacoma,WA,43,8154,7,Mauv
"1620 Industry Dr SW, Auburn, WA",1620 Industry Dr SW,Auburn,WA,20,8635,4,Puce
"269 W Prairie Shopping Cntr, F, Hayden, ID",269 W Prairie Shopping Cntr,Hayden,ID,63,663,5,Khaki
"15319 Indiana Ave, Spokane, WA",15319 Indiana Ave,Spokane,WA,73,7450,6,Turquoise
"1459 N 19th Ave Bldg C Ste A, Bozeman, MT",1459 N 19th Ave Bldg C Ste A,Bozeman,MT,39,9196,6,Goldenrod
"1354 Hutton Ranch Rd Ste 101, Kalispell, MT",1354 Hutton Ranch Rd Ste 101,Kalispell,MT,24,6002,4,Khaki
"1103 Columbia Center Blvd, Kennewick, WA",1103 Columbia Center Blvd,Kennewick,WA,79,9590,9,Purple
"601 S Pioneer, Moses Lake, WA",601 S Pioneer,Moses Lake,WA,64,4063,5,Khaki
"2401 S. 1st Street, Yakima, WA",2401 S. 1st Street,Yakima,WA,19,5762,1,Goldenrod
"4750 North Division, Spokane, WA",4750 North Division,Spokane,WA,72,2151,3,Blue
"135 Hutton Ranch Plaza Ste 101, Kalispell, MT",135 Hutton Ranch Plaza Ste 101,Kalispell,MT,45,9252,7,Red
"6117 N Division St, Spokane, WA",6117 N Division St,Spokane,WA,83,7648,8,Violet
"2000 Coburn Rd, Billings, MT",2000 Coburn Rd,Billings,MT,77,721,8,Yellow
"2564 King Ave W Ste H, Billings, MT",2564 King Ave W Ste H,Billings,MT,16,2124,5,Goldenrod
"3011 2nd Ave N, Billings, MT",3011 2nd Ave N,Billings,MT,23,7800,5,Yellow
"1125 Knutson Ave, Medford, OR",1125 Knutson Ave,Medford,OR,85,5297,3,Red
"7357 SW Bridgeport Dr., Tigard, OR",7357 SW Bridgeport Dr.,Tigard,OR,76,2660,3,Purple
"9728 SE Washington St, Portland, OR",9728 SE Washington St,Portland,OR,22,6915,4,Orange
"1015 Ocean Beach Hwy, Longview, WA",1015 Ocean Beach Hwy,Longview,WA,96,7532,9,Maroon
"4385 Commerce St, Eugene, OR",4385 Commerce St,Eugene,OR,4,7201,6,Turquoise
"16320 SE Mill Plain Blvd, Vancouver, WA",16320 SE Mill Plain Blvd,Vancouver,WA,50,8070,4,Khaki
"250 NE Garden Valley Blvd, Roseburg, OR",250 NE Garden Valley Blvd,Roseburg,OR,2,5171,3,Purple
"533 NW Division St, Gresham, OR",533 NW Division St,Gresham,OR,46,938,5,Indigo
"19801 SW 72nd Ave, Tualatin, OR",19801 SW 72nd Ave,Tualatin,OR,30,4108,1,Red
"159 S. Hwy 101, Warrenton, OR",159 S. Hwy 101,Warrenton,OR,52,3420,4,Fuscia
"734 SW Third Ave, Portland, OR",734 SW Third Ave,Portland,OR,79,6139,2,Blue
"2711 NW Town Center Dr, Beaverton, OR",2711 NW Town Center Dr,Beaverton,OR,77,8042,2,Crimson
"819 SW Oak St, Portland, OR",819 SW Oak St,Portland,OR,86,8060,7,Khaki
"12000 SE 82nd Ave Suite 1152, Happy Valley, OR",12000 SE 82nd Ave Suite 1152,Happy Valley,OR,100,1531,6,Green
"9534 SW Washington Sq Rd H12a, Tigard, OR",9534 SW Washington Sq Rd H12a,Tigard,OR,75,974,2,Fuscia
"200 Hawthorne Ave SE, Salem, OR",200 Hawthorne Ave SE,Salem,OR,76,5052,1,Pink
"1730 Delta Waters Rd, Medford, OR",1730 Delta Waters Rd,Medford,OR,77,8254,2,Puce
"4385 Commerce St, Eugene, OR",4385 Commerce St,Eugene,OR,81,7785,5,Yellow
"1125 - B Valley River Rd, Eugene, OR",1125 - B Valley River Rd,Eugene,OR,79,1335,2,Violet
"63455 N Highway 97 Ste 90, Bend, OR",63455 N Highway 97 Ste 90,Bend,OR,76,7040,2,Crimson
"5225 Zuni St, Denver, CO",5225 Zuni St,Denver,CO,85,7371,5,Puce
"6117 N Division St, Spokane, WA",6117 N Division St,Spokane,WA,16,1919,6,Fuscia
"1125 - B Valley River Rd, Eugene, OR",1125 - B Valley River Rd,Eugene,OR,78,2497,8,Purple
"821 Bellevue Way NE, Bellevue, WA",821 Bellevue Way NE,Bellevue,WA,74,1645,9,Pink
"10510 Hwy 10, Dickinson, ND",10510 Hwy 10,Dickinson,ND,23,7561,2,Green
"2399 Blake St, Denver, CO",2399 Blake St,Denver,CO,52,6827,2,Yellow
"2305 S Presidents Dr, Salt Lake City, UT",2305 S Presidents Dr,Salt Lake City,UT,83,1774,6,Orange
"207 N Brand Blvd, Glendale, CA",207 N Brand Blvd,Glendale,CA,2,4562,2,Aquamarine
"8471 Beverly Blvd, Los Angeles, CA",8471 Beverly Blvd,Los Angeles,CA,36,103,9,Yellow
"3764 Wilshire Blvd, Los Angeles, CA",3764 Wilshire Blvd,Los Angeles,CA,88,4400,8,Turquoise
"6000 Lankershim Blvd., North Hollywood, CA",6000 Lankershim Blvd.,North Hollywood,CA,21,140,6,Mauv
"808 Wilshire Blvd, Santa Monica, CA",808 Wilshire Blvd,Santa Monica,CA,98,378,3,Puce
"3851 Overland Ave, Culver City, CA",3851 Overland Ave,Culver City,CA,87,682,3,Khaki
"24236 Valencia Blvd, Valencia, CA",24236 Valencia Blvd,Valencia,CA,10,4944,1,Turquoise
"9050 Tampa Ave, Northridge, CA",9050 Tampa Ave,Northridge,CA,35,3458,6,Goldenrod
"2333 S. Sepulveda Blvd, Los Angeles, CA",2333 S. Sepulveda Blvd,Los Angeles,CA,49,3396,7,Khaki
"1112 La Brea Ave, West Hollywood, CA",1112 La Brea Ave,West Hollywood,CA,79,4851,6,Purple
"14557 Ventura Blvd, Sherman Oaks, CA",14557 Ventura Blvd,Sherman Oaks,CA,26,94,7,Khaki
"1201 W Ave P, Palmdale, CA",1201 W Ave P,Palmdale,CA,48,4041,8,Goldenrod
"26453 Bouquet Canyon Suite A, Santa Clarita, CA",26453 Bouquet Canyon Suite A,Santa Clarita,CA,54,7118,9,Blue
"350 N. San Fernado Road, Burbank, CA",350 N. San Fernado Road,Burbank,CA,44,6484,7,Red
"14500 Roscoe Blvd, Panorama City, CA",14500 Roscoe Blvd,Panorama City,CA,79,5567,6,Violet
"6203 Topanga Canyon Blvd., Woodland Hills, CA",6203 Topanga Canyon Blvd.,Woodland Hills,CA,17,7973,2,Yellow
"2002 W Avenue J, Lancaster, CA",2002 W Avenue J,Lancaster,CA,78,1166,5,Goldenrod
"420 S Grand Ave, Los Angeles, CA",420 S Grand Ave,Los Angeles,CA,4,615,9,Yellow
"1600 Mchenry, Modesto, CA",1600 Mchenry,Modesto,CA,34,7439,3,Red
"1340 W. Olive Ave, Merced, CA",1340 W. Olive Ave,Merced,CA,71,5853,1,Purple
"3900 Sisk Rd, Modesto, CA",3900 Sisk Rd,Modesto,CA,30,4237,4,Orange
"1410 E Hatch Rd., Modesto, CA",1410 E Hatch Rd.,Modesto,CA,100,8374,1,Maroon
"1291 Commerce Ave, Atwater, CA",1291 Commerce Ave,Atwater,CA,85,858,5,Turquoise
"494 Del Monte Ctr Bldg4 Spc42b, Monterey, CA",494 Del Monte Ctr Bldg4 Spc42b,Monterey,CA,88,286,6,Khaki
"1860 Wardrobe Ave, Merced, CA",1860 Wardrobe Ave,Merced,CA,90,4812,6,Purple
"2858 West Monte Vista Ave, Turlock, CA",2858 West Monte Vista Ave,Turlock,CA,80,4644,7,Indigo
"980 N Western Ave., Ste H, San Pedro, CA",980 N Western Ave.,San Pedro,CA,65,1000,7,Red
"42425 Jackson Street, Ste F, Indio, CA",42425 Jackson Street,Indio,CA,100,6173,4,Fuscia
"78982 Hwy 111, Suite 1a, La Quinta, CA",78982 Hwy 111,La Quinta,CA,82,3303,6,Blue
"12911 E 183rd St, Cerritos, CA",12911 E 183rd St,Cerritos,CA,64,9094,4,Crimson
"12625 Frederick St. Suite V, Moreno Valley, CA",12625 Frederick St. Suite V,Moreno Valley,CA,79,5463,9,Khaki
"12900 Park Plaza Dr, Cerritos, CA",12900 Park Plaza Dr,Cerritos,CA,72,815,6,Green
"2000 Harbison Drive, Vacaville, CA",2000 Harbison Drive,Vacaville,CA,50,1122,9,Fuscia
"679 E Sepulveda Blvd, Carson, CA",679 E Sepulveda Blvd,Carson,CA,63,1080,6,Pink
"2170 Bellflower Blvd, Long Beach, CA",2170 Bellflower Blvd,Long Beach,CA,8,6831,2,Puce
"6833 Pacific Blvd., Huntington Park, CA",6833 Pacific Blvd.,Huntington Park,CA,57,1295,3,Yellow
"11440 South Street, Cerritos, CA",11440 South Street,Cerritos,CA,21,9909,2,Violet
"2390 Monument Blvd, Pleasant Hill, CA",2390 Monument Blvd,Pleasant Hill,CA,70,5682,9,Crimson
"24520 Crenshaw Blvd, Torrance, CA",24520 Crenshaw Blvd,Torrance,CA,18,4659,7,Puce
"1521 Olympic Boulevard, Walnut Creek, CA",1521 Olympic Boulevard,Walnut Creek,CA,73,9573,7,Fuscia
"4917 East 2nd St, Long Beach, CA",4917 East 2nd St,Long Beach,CA,81,9632,7,Purple
"3502 Tyler Street Suite 103, Riverside, CA",3502 Tyler Street Suite 103,Riverside,CA,50,9793,7,Pink
"17500 Bloomfield Ave, Cerritos, CA",17500 Bloomfield Ave,Cerritos,CA,38,4237,2,Green
"1071 Santa Rosa Plza Ste 2001a, Santa Rosa, CA",1071 Santa Rosa Plza Ste 2001a,Santa Rosa,CA,39,4581,4,Yellow
"2299 Pike Ct, Concord, CA",2299 Pike Ct,Concord,CA,20,2024,3,Orange
"1130 C Sepulveda Blvd, Manhattan Beach, CA",1130 C Sepulveda Blvd,Manhattan Beach,CA,69,4669,1,Aquamarine
"5252 Lakewood Blvd, Lakewood, CA",5252 Lakewood Blvd,Lakewood,CA,66,9164,3,Yellow
"3935 Grand Ave, Chino Hills, CA",3935 Grand Ave,Chino Hills,CA,9,1918,3,Turquoise
"1633 S. Alameda, Compton, CA",1633 S. Alameda,Compton,CA,74,5161,2,Mauv
"16279 Paramount Drive, Paramount, CA",16279 Paramount Drive,Paramount,CA,43,3426,3,Puce
"7875 Monticello Ave Space 1012, Rancho Cucamonga, CA",7875 Monticello Ave Space 1012,Rancho Cucamonga,CA,62,6141,4,Khaki
"2200 South Grove Ave., Ontario, CA",2200 South Grove Ave.,Ontario,CA,97,7905,7,Turquoise
"2350 W Florida Ave, Hemet, CA",2350 W Florida Ave,Hemet,CA,64,8177,2,Goldenrod
"1060 E Harriman Place Ste C-6, San Bernandino, CA",1060 E Harriman Place Ste C-6,San Bernandino,CA,22,7124,8,Khaki
"1350 Travis Blvd, Fairfield, CA",1350 Travis Blvd,Fairfield,CA,84,5126,5,Purple
"4135 Garner Rd, Riverside, CA",4135 Garner Rd,Riverside,CA,52,5612,7,Khaki
"2690 Tuscany St., Corona, CA",2690 Tuscany St.,Corona,CA,47,254,6,Goldenrod
"3950 S Main St, Corona, CA",3950 S Main St,Corona,CA,85,5609,1,Blue
"16232 Foothill Blvd., Fontana, CA",16232 Foothill Blvd.,Fontana,CA,97,1291,8,Red
"18201 Hawthorne Blvd, Torrance, CA",18201 Hawthorne Blvd,Torrance,CA,46,4185,9,Violet
"134 Sunset Drive, San Ramon, CA",134 Sunset Drive,San Ramon,CA,53,2762,2,Yellow
"20810 Avalon Blvd., Carson, CA",20810 Avalon Blvd.,Carson,CA,49,281,3,Goldenrod
"72-286 Hwy 111, Palm Desert, CA",72-286 Hwy 111,Palm Desert,CA,51,9890,5,Yellow
"2015 Diamond Blvd Suite 125, Concord, CA",2015 Diamond Blvd Suite 125,Concord,CA,56,2463,8,Red
"2465 E Palm Canyon Dr Ste 1210, Palm Springs, CA",2465 E Palm Canyon Dr Ste 1210,Palm Springs,CA,24,4279,9,Purple
"25145 Madison Ave., Murrieta, CA",25145 Madison Ave.,Murrieta,CA,37,4058,9,Orange
"2125 Occidental Rd, Santa Rosa, CA",2125 Occidental Rd,Santa Rosa,CA,65,5121,8,Maroon
"320 S Mountain Ave, Upland, CA",320 S Mountain Ave,Upland,CA,71,3040,5,Turquoise
"26580 Ynez Road, Temecula, CA",26580 Ynez Road,Temecula,CA,8,4659,4,Khaki
"1971 West Redlands Blvd, Redlands, CA",1971 West Redlands Blvd,Redlands,CA,23,944,4,Purple
"2166 Santa Rosa Ave, Santa Rosa, CA",2166 Santa Rosa Ave,Santa Rosa,CA,4,5409,2,Indigo
"12600 Armargosa Rd, Victorville, CA",12600 Armargosa Rd,Victorville,CA,11,3383,7,Red
"1375 Camino Real, San Bernardino, CA",1375 Camino Real,San Bernardino,CA,81,6169,8,Fuscia
"8420 Firestone Blvd., Downey, CA",8420 Firestone Blvd.,Downey,CA,7,2909,4,Blue
"305 Corte Madera Town Center, Corte Madera, CA",305 Corte Madera Town Center,Corte Madera,CA,73,4109,9,Crimson
"976d Admiral Callaghan Lane, Vallejo, CA",976d Admiral Callaghan Lane,Vallejo,CA,17,2755,3,Khaki
"2465 Sand Creek Rd, Brentwood, CA",2465 Sand Creek Rd,Brentwood,CA,5,9324,5,Green
"4250 Macdonald Ave Suite F, Richmond, CA",4250 Macdonald Ave Suite F,Richmond,CA,75,8104,2,Fuscia
"1731 West Lacey Blvd, Ste 101, Hanford, CA",1731 West Lacey Blvd,Hanford,CA,31,6250,7,Pink
"862 W Henderson Blvd, Porterville, CA",862 W Henderson Blvd,Porterville,CA,68,1573,9,Puce
"2295 Marketplace Drive, Madera, CA",2295 Marketplace Drive,Madera,CA,32,6289,1,Yellow
"6685 N Blackstone Ave, Fresno, CA",6685 N Blackstone Ave,Fresno,CA,48,3996,3,Violet
"6733 N. Riverside Dr Suite 101, Fresno, CA",6733 N. Riverside Dr Suite 101,Fresno,CA,65,7086,7,Crimson
"5555 E Olive Ave, Fresno, CA",5555 E Olive Ave,Fresno,CA,52,5855,3,Puce
"5180 N. Blackstone Ave., Fresno, CA",5180 N. Blackstone Ave.,Fresno,CA,73,1332,9,Fuscia
"2250 S Mooney Blvd, Visalia, CA",2250 S Mooney Blvd,Visalia,CA,73,1423,9,Purple
"1180 Shaw Ave Ste 101, Clovis, CA",1180 Shaw Ave Ste 101,Clovis,CA,55,4383,9,Pink
"2075 E Prosperity Ave., Tulare, CA",2075 E Prosperity Ave.,Tulare,CA,41,3279,8,Green
"3263 E Tulare Ave, Fresno, CA",3263 E Tulare Ave,Fresno,CA,61,9142,1,Yellow
"1445 Van Ness Ave, Fresno, CA",1445 Van Ness Ave,Fresno,CA,53,4442,1,Orange
"1 Powell, San Francisco, CA",1 Powell,San Francisco,CA,2,6226,1,Aquamarine
"2135 Union St., San Francisco, CA",2135 Union St.,San Francisco,CA,16,7954,7,Yellow
"555 Pine St, San Francisco, CA",555 Pine St,San Francisco,CA,28,4490,8,Turquoise
"3555 Geary Blvd, San Francisco, CA",3555 Geary Blvd,San Francisco,CA,24,9986,6,Mauv
"305 Gellert Blvd, Daly City, CA",305 Gellert Blvd,Daly City,CA,71,724,1,Puce
"951 Howard St, San Francisco, CA",951 Howard St,San Francisco,CA,52,3210,4,Khaki
