,Name,Address,City,State,Workers,Local,District,Contract,lon,lat
560,"1891 Mt. Zion Rd, Morrow, GA",1891 Mt. Zion Rd,Morrow,GA,76,1559,7,Turquoise,-84.3296795,33.5667604
641,"470 Eastern By-pass, Richmond, KY",470 Eastern By-pass,Richmond,KY,32,9737,4,Mauv,-84.3115714,37.7357787
516,"1706 W. Tennessee St, Tallahassee, FL",1706 W. Tennessee St,Tallahassee,FL,46,8606,7,Purple,-84.3102149,30.449305
569,"7900 Northpoint Parkway, Alpharetta, GA",7900 Northpoint Parkway,Alpharetta,GA,54,2711,2,Crimson,-84.3056722,34.0382504
1068,"9940 Waterstone Blvd, Cincinnati, OH",9940 Waterstone Blvd,Cincinnati,OH,87,1008,4,Purple,-84.3031566,39.2956608
550,"2685 Old Milton Pkwy, Ste 100, Alpharetta, GA",2685 Old Milton Pkwy,Alpharetta,GA,88,3601,7,Turquoise,-84.2814115,34.0683491
1050,"4465 Eastgate Blvd, Cincinnati, OH",4465 Eastgate Blvd,Cincinnati,OH,31,6250,7,Purple,-84.2770518,39.0969149
556,"1085 Katie Kerr Dr, Decatur, GA",1085 Katie Kerr Dr,Decatur,GA,37,2035,4,Khaki,-84.276315,33.762863
640,"5050 Corporate Way, Richmond, KY",5050 Corporate Way,Richmond,KY,75,7578,9,Yellow,-84.2745838,37.6929816
561,"13065 Hwy 9 North, Milton, GA",13065 Hwy 9 North,Milton,GA,25,7664,1,Mauv,-84.2702647,34.1002132
513,"100 N Magnolia Dr, Tallahassee, FL",100 N Magnolia Dr,Tallahassee,FL,80,5747,6,Khaki,-84.2620681,30.4419811
547,"4805 Briarcliff Rd, Suite 101, Atlanta, GA",4805 Briarcliff Rd,Atlanta,GA,97,374,7,Indigo,-84.2575609,33.848436
566,"300 North Point Pkwy, Alpharetta, GA",300 North Point Pkwy,Alpharetta,GA,94,1979,3,Yellow,-84.2557068,34.0853529
1071,"3591 Salem Ave, Dayton, OH",3591 Salem Ave,Dayton,OH,98,6754,3,Yellow,-84.2467087,39.7946256
541,"2700 Dawson Rd Ste 32, Albany, GA",2700 Dawson Rd Ste 32,Albany,GA,84,3458,4,Maroon,-84.223163,31.6180431
542,"434 S Westover Blvd, Albany, GA",434 S Westover Blvd,Albany,GA,78,2954,5,Mauv,-84.221581,31.5689409
544,"1700 Mcfarland 400 Dr, Alpharetta, GA",1700 Mcfarland 400 Dr,Alpharetta,GA,70,8700,4,Goldenrod,-84.2196871,34.1282237
553,"5175 Peachtree Pkwy Ste 1305, Norcross, GA",5175 Peachtree Pkwy Ste 1305,Norcross,GA,89,9854,1,Turquoise,-84.2171132,33.9802619
1046,"2427 Miamisburg Centerville Rd, Dayton, OH",2427 Miamisburg Centerville Rd,Dayton,OH,73,4109,9,Purple,-84.2155699,39.6354638
642,"121 Cross Brook Lane, Winchester, KY",121 Cross Brook Lane,Winchester,KY,47,1552,4,Turquoise,-84.2140876,37.9920965
557,"3060 Northwoods Cir, Norcross, GA",3060 Northwoods Cir,Norcross,GA,40,5896,3,Khaki,-84.1996335,33.9598442
643,"3800 Corporate Dr, Winchester, KY",3800 Corporate Dr,Winchester,KY,55,4569,1,Crimson,-84.1886224,38.0232404
597,"1420 Hwy 20 W, Mcdonough, GA",1420 Hwy 20 W,Mcdonough,GA,72,2151,3,Turquoise,-84.1864736,33.4234362
572,"5740 Steeplechase Blvd, Ste105, Cumming, GA",5740 Steeplechase Blvd,Cumming,GA,65,6435,6,Khaki,-84.1835145,34.1698559
831,"11555 Parkside Drive, Farragut, TN",11555 Parkside Drive,Farragut,TN,98,5009,9,Goldenrod,-84.1708385,35.8969556
546,"3630 Peachtree Pkwy,suite 501, Suwanee, GA",3630 Peachtree Pkwy,Suwanee,GA,15,6547,5,Puce,-84.1676244,34.0709857
599,"285 Racetrack Rd, Mcdonough, GA",285 Racetrack Rd,Mcdonough,GA,83,7648,8,Purple,-84.1359693,33.4312541
563,"2131 Pleasant Hill Road, Duluth, GA",2131 Pleasant Hill Road,Duluth,GA,90,3995,2,Maroon,-84.1354807,33.9563372
573,"906 Market Place Blvd, Ste 101, Cumming, GA",906 Market Place Blvd,Cumming,GA,55,153,5,Maroon,-84.132238,34.1804064
654,"10035 Us Hwy 25 S, Corbin, KY",10035 Us Hwy 25 S,Corbin,KY,5,4142,2,Yellow,-84.1076992,36.928559
1070,"4467 Walnut Street, Dayton, OH",4467 Walnut Street,Dayton,OH,16,8148,2,Turquoise,-84.1031761,39.6948125
574,"7105 Stonecrest Pkwy, Lithonia, GA",7105 Stonecrest Pkwy,Lithonia,GA,68,2697,3,Green,-84.0916323,33.6975887
655,"14892 N. Us Highway 25e, Corbin, KY",14892 N. Us Highway 25e,Corbin,KY,13,8181,4,Khaki,-84.0738058,36.9615702
1052,"2727 Fairfield Commons, Beavercreek, OH",2727 Fairfield Commons,Beavercreek,OH,32,6289,1,Blue,-84.0567172,39.7673771
829,"7041 Kingston Pike, Knoxville, TN",7041 Kingston Pike,Knoxville,TN,43,6632,1,Crimson,-84.0247498,35.9319391
576,"1919 Scenic Hwy, Snellville, GA",1919 Scenic Hwy,Snellville,GA,68,9743,3,Mauv,-84.0142224,33.874953
571,"1315 Dogwood Drive, Suite D, Conyers, GA",1315 Dogwood Drive,Conyers,GA,96,5821,5,Indigo,-84.0024887,33.6532949
830,"234 Hamilton Crossing Drive, Alcoa, TN",234 Hamilton Crossing Drive,Alcoa,TN,49,7699,9,Crimson,-83.9868908,35.7687811
568,"3380 Buford Drive, Buford, GA",3380 Buford Drive,Buford,GA,93,104,5,Goldenrod,-83.98476,34.0744473
1141,"3230 Mccarty Rd, Saginaw, MI",3230 Mccarty Rd,Saginaw,MI,29,6916,4,Violet,-83.9798827,43.4659616
956,"2910 Tittabawasee Rd, Saginaw, MI",2910 Tittabawasee Rd,Saginaw,MI,58,7299,6,Khaki,-83.9735154,43.4803965
833,"940 Elm St, Knoxville, TN",940 Elm St,Knoxville,TN,16,7216,4,Purple,-83.9339779,35.9742212
832,"5429 Washington Pike, Knoxville, TN",5429 Washington Pike,Knoxville,TN,12,5756,6,Red,-83.8865388,36.0364704
578,"7264 Industrial Blvd NE, Covington, GA",7264 Industrial Blvd NE,Covington,GA,88,7482,7,Crimson,-83.8375866,33.605896
1072,"1636 Bechtle Avenue, Springfield, OH",1636 Bechtle Avenue,Springfield,OH,39,9681,6,Aquamarine,-83.8320967,39.9462115
577,"325 Jesse Jewel Parkway, Gainesville, GA",325 Jesse Jewel Parkway,Gainesville,GA,33,3070,4,Aquamarine,-83.8224209,34.2991356
639,"411 Market Square Dr, Maysville, KY",411 Market Square Dr,Maysville,KY,11,254,2,Maroon,-83.7927832,38.6260478
954,"4029 Miller Road, Flint, MI",4029 Miller Road,Flint,MI,63,5823,1,Teal,-83.753177,42.9827391
602,"4795 Riverside Drive Ste A, Macon, GA",4795 Riverside Drive Ste A,Macon,GA,23,7800,5,Turquoise,-83.7104901,32.9238402
603,"4016 Watson Blvd., Warner Robins, GA",4016 Watson Blvd.,Warner Robins,GA,85,5297,3,Violet,-83.6977848,32.61658
929,"3217 Washtenaw Blvd, Ann Arbor, MI",3217 Washtenaw Blvd,Ann Arbor,MI,21,2525,3,Turquoise,-83.6970651,42.2581354
600,"794 Hwy 96, Bldg B, Tenant E, Bonaire, GA",794 Hwy 96,Bonaire,GA,77,721,8,Blue,-83.6614603,32.553869
1034,"4906 Monroe St, Toledo, OH",4906 Monroe St,Toledo,OH,51,9890,5,Teal,-83.636755,41.6966453
543,"422 Central Ave N, Tifton, GA",422 Central Ave N,Tifton,GA,24,6195,9,Khaki,-83.5095969,31.4581396
932,"26050 Novi Rd., Novi, MI",26050 Novi Rd.,Novi,MI,53,483,4,Maroon,-83.47517,42.4812184
943,"42633 Ford Rd, Canton, MI",42633 Ford Rd,Canton,MI,16,9435,1,Puce,-83.4615626,42.3222062
575,"1750 Epps Bridge Parkway, Athens, GA",1750 Epps Bridge Parkway,Athens,GA,66,9886,6,Puce,-83.4458886,33.9146368
950,"7171 Haggerty Rd, Canton, MI",7171 Haggerty Rd,Canton,MI,49,5808,6,Teal,-83.4445394,42.3373253
545,"125 Reese St, Athens, GA",125 Reese St,Athens,GA,65,9314,2,Maroon,-83.38057,33.957768
924,"31361 Orchard Lake Rd, Farmington Hills, MI",31361 Orchard Lake Rd,Farmington Hills,MI,15,3706,9,Crimson,-83.3613035,42.5277395
586,"3741 Coleman Rd N, Valdosta, GA",3741 Coleman Rd N,Valdosta,GA,27,589,4,Green,-83.3478179,30.8864488
927,"23201 W 8 Mile Rd, Detroit, MI",23201 W 8 Mile Rd,Detroit,MI,14,8406,4,Orange,-83.3214984,42.4415094
592,"1833 Norman Drive, Valdosta, GA",1833 Norman Drive,Valdosta,GA,39,9196,6,Fuscia,-83.3174337,30.8450347
941,"3963 Baldwin Rd, Auburn Hills, MI",3963 Baldwin Rd,Auburn Hills,MI,55,5548,9,Mauv,-83.3077412,42.7000545
951,"24500 W 12 Mile Rd, Southfield, MI",24500 W 12 Mile Rd,Southfield,MI,86,3615,2,Green,-83.2859067,42.5015514
928,"360 Enterprise Ct, Bloomfield Hills, MI",360 Enterprise Ct,Bloomfield Hills,MI,67,6007,1,Red,-83.2846319,42.6083063
933,"2480 S Telegraph Rd, Dearborn, MI",2480 S Telegraph Rd,Dearborn,MI,83,8497,2,Indigo,-83.2718828,42.2938298
834,"2550 East Morris Blvd, Morristown, TN",2550 East Morris Blvd,Morristown,TN,72,749,1,Mauv,-83.2630939,36.2205154
601,"2510 N Columbia St., Milledgeville, GA",2510 N Columbia St.,Milledgeville,GA,16,2124,5,Violet,-83.2601764,33.1141522
939,"23350 Eureka Road, Taylor, MI",23350 Eureka Road,Taylor,MI,83,6586,4,Fuscia,-83.2589221,42.198404
959,"23500 Northwestern Hwy Bldg W, Southfield, MI",23500 Northwestern Hwy Bldg W,Southfield,MI,71,3451,1,Crimson,-83.2262579,42.464188
942,"26820 Southfield Rd., Lathrup Village, MI",26820 Southfield Rd.,Lathrup Village,MI,98,7501,2,Khaki,-83.2211957,42.4871448
955,"2031 Dix Highway, Lincoln Park, MI",2031 Dix Highway,Lincoln Park,MI,45,9410,9,Pink,-83.1930959,42.2546559
937,"30254 Woodward Ave., Royal Oak, MI",30254 Woodward Ave.,Royal Oak,MI,1,9044,4,Orange,-83.1797845,42.5121481
931,"2000 W Big Beaver Road, Troy, MI",2000 W Big Beaver Road,Troy,MI,59,6844,7,Green,-83.1745722,42.5620496
1045,"1545 Hilliard Rome Rd, Columbus, OH",1545 Hilliard Rome Rd,Columbus,OH,7,2909,4,Orange,-83.1521483,39.9832275
1055,"4199 Weaver Ct S, Hilliard, OH",4199 Weaver Ct S,Hilliard,OH,52,5855,3,Pink,-83.1457191,40.0379287
957,"32800 John R Rd, Madison Heights, MI",32800 John R Rd,Madison Heights,MI,7,9856,2,Green,-83.1065279,42.5332337
940,"1620 Michigan Ave, Detroit, MI",1620 Michigan Ave,Detroit,MI,85,6696,7,Maroon,-83.0675761,42.3316913
1032,"1801 Henderson Rd, Columbus, OH",1801 Henderson Rd,Columbus,OH,53,2762,2,Pink,-83.0672628,40.0540772
1059,"4108 Buckeye Pkwy, Grove City, OH",4108 Buckeye Pkwy,Grove City,OH,41,3279,8,Violet,-83.0381515,39.8756978
1044,"1555 Olentangy River Road, Columbus, OH",1555 Olentangy River Road,Columbus,OH,81,6169,8,Crimson,-83.0261933,39.9917354
921,"13655 Hall Road, Shelby Township, MI",13655 Hall Road,Shelby Township,MI,81,9730,2,Violet,-82.992237,42.6280924
1027,"1500 Polaris Parkway, Ste 2172, Columbus, OH",1500 Polaris Parkway,Columbus,OH,52,5612,7,Blue,-82.9809094,40.1453972
1048,"1495 Polaris Pkwy, Columbus, OH",1495 Polaris Pkwy,Columbus,OH,5,9324,5,Goldenrod,-82.9790512,40.1411407
1033,"950 North Bridge Street, Chillicothe, OH",950 North Bridge Street,Chillicothe,OH,49,281,3,Fuscia,-82.9769951,39.3541036
1042,"2335 Gallia Street, Portsmouth, OH",2335 Gallia Street,Portsmouth,OH,4,5409,2,Teal,-82.9698558,38.7403783
949,"22371 Gratiot Avenue, Eastpointe, MI",22371 Gratiot Avenue,Eastpointe,MI,73,208,8,Turquoise,-82.9603635,42.4628501
923,"28835 Gratiot Ave, Roseville, MI",28835 Gratiot Ave,Roseville,MI,99,4384,2,Violet,-82.9296094,42.5091199
1054,"3952 Morse Crossing, Columbus, OH",3952 Morse Crossing,Columbus,OH,65,7086,7,Indigo,-82.9192918,40.0504351
1056,"3955 Townsfair Way, Columbus, OH",3955 Townsfair Way,Columbus,OH,73,1332,9,Pink,-82.9163102,40.0489173
604,"609 Bellevue Ave, Dublin, GA",609 Bellevue Ave,Dublin,GA,76,2660,3,Violet,-82.9130921,32.5384222
644,"826 Eastpark Dr, Grayson, KY",826 Eastpark Dr,Grayson,KY,10,6247,1,Pink,-82.8227947,38.3748395
1036,"2312 Taylor Park Dr, Reynoldsburg, OH",2312 Taylor Park Dr,Reynoldsburg,OH,24,4279,9,Mauv,-82.7909556,39.9372518
461,"10500 Ulmerton Rd., Unit 640, Largo, FL",10500 Ulmerton Rd.,Largo,FL,72,9372,6,Khaki,-82.7844719,27.8930592
475,"2460 State Road 580, Clearwater, FL",2460 State Road 580,Clearwater,FL,67,3289,5,Green,-82.7355499,28.0198821
798,"3518 Clemson Blvd, Anderson, SC",3518 Clemson Blvd,Anderson,SC,83,913,9,Yellow,-82.6757052,34.5509716
645,"817 Winchester Ave, Ashland, KY",817 Winchester Ave,Ashland,KY,20,7772,3,Green,-82.6480488,38.4832524
491,"5012 4th Street North, Saint Petersburg, FL",5012 4th Street North,Saint Petersburg,FL,88,5182,4,Violet,-82.6390807,27.8181338
451,"1879 Commercial Way, Spring Hill, FL",1879 Commercial Way,Spring Hill,FL,16,5843,1,Teal,-82.6282613,28.4594941
1038,"1351 River Valley Blvd, Lancaster, OH",1351 River Valley Blvd,Lancaster,OH,65,5121,8,Crimson,-82.6222809,39.7320162
638,"4565 N. Mayo Trail, Pikeville, KY",4565 N. Mayo Trail,Pikeville,KY,68,7125,8,Green,-82.5759545,37.5280608
750,"24 O'henry Ave, Asheville, NC",24 O'henry Ave,Asheville,NC,8,5778,3,Green,-82.5577236,35.5957991
495,"1812 N. Westshore Blvd., Tampa, FL",1812 N. Westshore Blvd.,Tampa,FL,50,8373,2,Aquamarine,-82.5244882,27.9582304
751,"4 S. Tunnel Rd, Asheville, NC",4 S. Tunnel Rd,Asheville,NC,1,7375,1,Turquoise,-82.5244392,35.583219
467,"2300 Bee Ridge Rd, Sarasota, FL",2300 Bee Ridge Rd,Sarasota,FL,42,2888,7,Teal,-82.5237417,27.2982737
861,"1817 East Stone Dr., Kingsport, TN",1817 East Stone Dr.,Kingsport,TN,78,7254,9,Maroon,-82.5124529,36.5449679
910,"1817 E Stone Drive, Kingsport, TN",1817 E Stone Drive,Kingsport,TN,72,2222,1,Indigo,-82.5124529,36.5449679
488,"1000 South Dale Mabry Hwy, Tampa, FL",1000 South Dale Mabry Hwy,Tampa,FL,51,9504,3,Aquamarine,-82.5053656,27.9336116
492,"11129 N Dale Mabry Hwy, Tampa, FL",11129 N Dale Mabry Hwy,Tampa,FL,42,70,4,Pink,-82.5034073,28.0500693
350,"2203 5th Street Rd, Huntington, WV",2203 5th Street Rd,Huntington,WV,88,4400,8,Pink,-82.4575048,38.3886047
493,"2351 E. Fowler Ave, Tampa, FL",2351 E. Fowler Ave,Tampa,FL,92,226,4,Puce,-82.4328507,28.0533135
453,"6110 NW 4th Pl, Gainesville, FL",6110 NW 4th Pl,Gainesville,FL,100,9797,6,Goldenrod,-82.4083568,29.6565829
819,"218 College St, Greenville, SC",218 College St,Greenville,SC,96,6163,2,Goldenrod,-82.3997179,34.8554139
476,"4100 South Tamiami Trail, Venice, FL",4100 South Tamiami Trail,Venice,FL,19,4688,8,Purple,-82.3969341,27.0491762
860,"2612 N Roan St, Johnson City, TN",2612 N Roan St,Johnson City,TN,73,8196,8,Teal,-82.3807838,36.3540209
452,"3626 SW Archer Rd, Gainesville, FL",3626 SW Archer Rd,Gainesville,FL,53,587,6,Puce,-82.3776203,29.6226112
471,"1770 Bruce B Downs Blvd., Wesley Chapel, FL",1770 Bruce B Downs Blvd.,Wesley Chapel,FL,11,5302,5,Teal,-82.3528471,28.183235
470,"10945 Causeway Blvd., Brandon, FL",10945 Causeway Blvd.,Brandon,FL,4,3621,5,Indigo,-82.3291035,27.9221758
487,"2020 W Brandon Blvd, Brandon, FL",2020 W Brandon Blvd,Brandon,FL,47,5355,2,Puce,-82.3179722,27.9386083
818,"1121 Woodruff Rd, Greenville, SC",1121 Woodruff Rd,Greenville,SC,69,6254,2,Mauv,-82.3038722,34.8301531
349,"500 Mall Road, Barboursville, WV",500 Mall Road,Barboursville,WV,36,103,9,Orange,-82.2667969,38.4226373
540,"5312 SW 6th Pl, Ocala, FL",5312 SW 6th Pl,Ocala,FL,89,4808,9,Crimson,-82.2079526,29.1797235
538,"4405 SW College Rd, Ocala, FL",4405 SW College Rd,Ocala,FL,57,1928,8,Blue,-82.1937733,29.1424395
1041,"2145 Eastern Ave, Gallipolis, OH",2145 Eastern Ave,Gallipolis,OH,23,944,4,Orange,-82.1717032,38.8214963
402,"3191 Lee Hwy, Bristol, VA",3191 Lee Hwy,Bristol,VA,84,5126,5,Khaki,-82.1226098,36.6318494
463,"2499 Tamiami Trail, Port Charlotte, FL",2499 Tamiami Trail,Port Charlotte,FL,18,1389,1,Turquoise,-82.1168487,26.9943039
1043,"1547 West River Rd, Elyria, OH",1547 West River Rd,Elyria,OH,11,3383,7,Turquoise,-82.1165117,41.3647472
581,"3841 Wrightsboro Rd, Augusta, GA",3841 Wrightsboro Rd,Augusta,GA,23,8357,1,Turquoise,-82.1116394,33.4720059
579,"3422 Wrightsboro Road, Augusta, GA",3422 Wrightsboro Road,Augusta,GA,9,214,3,Khaki,-82.0775255,33.4674774
352,"2364 Benedict Rd, Culloden, WV",2364 Benedict Rd,Culloden,WV,98,378,3,Indigo,-82.0538523,38.4241594
401,"978 Regional Park Rd, Lebanon, VA",978 Regional Park Rd,Lebanon,VA,22,7124,8,Purple,-82.0457495,36.8989462
348,"80 Grace Dr, Hurricane, WV",80 Grace Dr,Hurricane,WV,2,4562,2,Mauv,-82.0212149,38.443592
1061,"35925 Detroit Rd Ste 121, Avon, OH",35925 Detroit Rd Ste 121,Avon,OH,53,4442,1,Green,-82.0187127,41.4589354
821,"127 E Blackstock Rd., Spartanburg, SC",127 E Blackstock Rd.,Spartanburg,SC,32,3584,8,Puce,-81.9890567,34.933
912,"4127 Us Hwy 98 N Ste A134, Lakeland, FL",4127 Us Hwy 98 N Ste A134,Lakeland,FL,58,6174,6,Teal,-81.9715562,28.0943047
539,"13751 Us Highway 441, Lady Lake, FL",13751 Us Highway 441,Lady Lake,FL,16,9956,6,Turquoise,-81.9613657,28.958032
580,"1702 Knox Ave, North Augusta, SC",1702 Knox Ave,North Augusta,SC,68,9142,3,Crimson,-81.9579991,33.5116483
342,"73 Great Teays Blvd, Scott Depot, WV",73 Great Teays Blvd,Scott Depot,WV,16,1919,6,Yellow,-81.9369859,38.4521428
480,"1860 Pine Island Rd NE, Cape Coral, FL",1860 Pine Island Rd NE,Cape Coral,FL,17,3809,3,Fuscia,-81.9331524,26.6708668
820,"1855 E Main St., Spartanburg, SC",1855 E Main St.,Spartanburg,SC,60,9595,5,Turquoise,-81.8905691,34.9685648
1028,"20669 Center Ridge Rd, Fairview Park, OH",20669 Center Ridge Rd,Fairview Park,OH,47,254,6,Maroon,-81.8496618,41.4622647
1058,"17970 Royalton Rd, Strongsville, OH",17970 Royalton Rd,Strongsville,OH,55,4383,9,Purple,-81.8265776,41.3137752
458,"9508 Crosshill Blvd, Jacksonville, FL",9508 Crosshill Blvd,Jacksonville,FL,60,1029,6,Blue,-81.8234822,30.1976174
477,"8041 Dani Dr, Fort Myers, FL",8041 Dani Dr,Fort Myers,FL,44,5116,8,Teal,-81.8104375,26.6073278
468,"13555 Tamiami Trail North, Naples, FL",13555 Tamiami Trail North,Naples,FL,23,5638,9,Blue,-81.8027078,26.2953253
485,"2083 9th St N. Unit 14, Naples, FL",2083 9th St N. Unit 14,Naples,FL,32,9107,4,Pink,-81.8008614,26.1719454
946,"3255 Us Hwy 41 W, Marquette, MI",3255 Us Hwy 41 W,Marquette,MI,21,9495,9,Turquoise,-81.8003138,26.186183
619,"416 Northside Drive East, Statesboro, GA",416 Northside Drive East,Statesboro,GA,10,1916,5,Puce,-81.7618647,32.4383867
496,"1107 3rd Street SW, Winter Haven, FL",1107 3rd Street SW,Winter Haven,FL,16,1837,4,Green,-81.7319496,28.0093101
484,"1500 Oakley Seaver Dr., Clermont, FL",1500 Oakley Seaver Dr.,Clermont,FL,63,5226,3,Pink,-81.7281876,28.5454466
340,"2801 Mountaineer Drive, South Charleston, WV",2801 Mountaineer Drive,South Charleston,WV,76,7040,2,Fuscia,-81.7173201,38.3196
1066,"1301 E 9th St, Cleveland, OH",1301 E 9th St,Cleveland,OH,71,724,1,Teal,-81.689973,41.504905
1040,"750 Huron Rd E, Cleveland, OH",750 Huron Rd E,Cleveland,OH,8,4659,4,Mauv,-81.6865577,41.4980768
1057,"6901 Rockside Road, Independence, OH",6901 Rockside Road,Independence,OH,73,1423,9,Violet,-81.6417469,41.3955449
341,"3000 Charleston Town Center, Charleston, WV",3000 Charleston Town Center,Charleston,WV,85,7371,5,Khaki,-81.6386127,38.3535375
1073,"3890 Medina Road, Akron, OH",3890 Medina Road,Akron,OH,69,8205,9,Maroon,-81.6377671,41.1353932
457,"725 Nautica Drive, Jacksonville, FL",725 Nautica Drive,Jacksonville,FL,14,5746,1,Yellow,-81.6369851,30.4798021
454,"11113 San Jose Blvd,suite 102, Jacksonville, FL",11113 San Jose Blvd,Jacksonville,FL,75,892,1,Goldenrod,-81.6278871,30.1734809
617,"552 W Oglethorpe Hwy, Hinesville, GA",552 W Oglethorpe Hwy,Hinesville,GA,46,1051,6,Mauv,-81.5954122,31.8357138
464,"3107 Daniels Rd, Winter Garden, FL",3107 Daniels Rd,Winter Garden,FL,54,2494,3,Turquoise,-81.5853042,28.5242027
456,"9498 Atlantic Blvd, Jacksonville, FL",9498 Atlantic Blvd,Jacksonville,FL,11,6707,9,Green,-81.5519725,30.3199418
460,"9039 Southside Blvd, Jacksonville, FL",9039 Southside Blvd,Jacksonville,FL,93,9988,8,Yellow,-81.5508154,30.1948257
351,"3417 Murdoch Ave, Parkersburg, WV",3417 Murdoch Ave,Parkersburg,WV,21,140,6,Green,-81.5468729,39.2933679
1047,"700 Bell St, Akron, OH",700 Bell St,Akron,OH,17,2755,3,Orange,-81.5344438,41.0751939
482,"3396 E Vista Blvd, Orlando, FL",3396 E Vista Blvd,Orlando,FL,14,9760,9,Indigo,-81.5290644,28.3968742
474,"10165 W Colonial Drive, Ocoee, FL",10165 W Colonial Drive,Ocoee,FL,86,6873,9,Khaki,-81.5274947,28.5525344
455,"4663 River City Dr., Jacksonville, FL",4663 River City Dr.,Jacksonville,FL,79,6339,8,Red,-81.5255258,30.2568578
583,"800 Q St, Brunswick, GA",800 Q St,Brunswick,GA,41,5262,2,Purple,-81.4980448,31.1656577
1060,"26300 Cedar Rd, Beachwood, OH",26300 Cedar Rd,Beachwood,OH,61,9142,1,Teal,-81.4942028,41.498497
1074,"28101 Chagrin Blvd, Woodmere, OH",28101 Chagrin Blvd,Woodmere,OH,57,3256,3,Crimson,-81.4804607,41.4629012
1065,"794 Howe Avenue, Cuyahoga Falls, OH",794 Howe Avenue,Cuyahoga Falls,OH,24,9986,6,Mauv,-81.4721082,41.1186703
469,"4736 S Kirkman Rd Ste D, Orlando, FL",4736 S Kirkman Rd Ste D,Orlando,FL,84,9920,7,Aquamarine,-81.4606193,28.4928736
1076,"6450 Davis Industrial Pkwy, Solon, OH",6450 Davis Industrial Pkwy,Solon,OH,53,587,6,Puce,-81.4514165,41.3845773
1051,"34808 Euclid Ave, Willoughby, OH",34808 Euclid Ave,Willoughby,OH,68,1573,9,Violet,-81.4393579,41.6245408
1035,"6710 Strip Ave, North Canton, OH",6710 Strip Ave,North Canton,OH,56,2463,8,Red,-81.4328987,40.8785182
472,"4006 Conroy Rd, Orlando, FL",4006 Conroy Rd,Orlando,FL,61,6841,4,Khaki,-81.426997,28.4863118
1063,"4912 N. Whipple Avenue, Canton, OH",4912 N. Whipple Avenue,Canton,OH,16,7954,7,Khaki,-81.4225328,40.8534475
490,"3297 Greenwald Way North, Kissimmee, FL",3297 Greenwald Way North,Kissimmee,FL,34,1154,4,Turquoise,-81.4189484,28.3475242
494,"1332 N. John Young Pkwy, Kissimmee, FL",1332 N. John Young Pkwy,Kissimmee,FL,32,5585,4,Crimson,-81.4164371,28.3038462
466,"7727 S Orange Blossom Trl, Orlando, FL",7727 S Orange Blossom Trl,Orlando,FL,80,6315,8,Green,-81.3993493,28.4535068
462,"2305 Edgewater Drive, Unit E, Orlando, FL",2305 Edgewater Drive,Orlando,FL,43,573,8,Goldenrod,-81.38923,28.5723392
483,"275 E Altamonte Drive, Altamonte Springs, FL",275 E Altamonte Drive,Altamonte Springs,FL,67,6204,4,Maroon,-81.383169,28.6626881
1069,"7701 - 7707 Mentor Ave., Mentor, OH",7701 - 7707 Mentor Ave.,Mentor,OH,60,7384,9,Crimson,-81.3659139,41.6600478
489,"432 N. Orlando Ave, Winter Park, FL",432 N. Orlando Ave,Winter Park,FL,99,9164,5,Khaki,-81.3630232,28.6309898
436,"1657 W.p. Ball Blvd, Sanford, FL",1657 W.p. Ball Blvd,Sanford,FL,61,9142,1,Green,-81.3342044,28.7999883
479,"4313 E. Colonial Drive, Orlando, FL",4313 E. Colonial Drive,Orlando,FL,12,5345,2,Crimson,-81.3316688,28.5541712
459,"256 State Road 312, Saint Augustine, FL",256 State Road 312,Saint Augustine,FL,100,9591,4,Khaki,-81.3202385,29.8667954
765,"1528 Us Highway 70 SE, Hickory, NC",1528 Us Highway 70 SE,Hickory,NC,78,8606,6,Aquamarine,-81.310409,35.7086438
435,"2620 Enterprise Road, Orange City, FL",2620 Enterprise Road,Orange City,FL,41,3279,8,Turquoise,-81.2958071,28.912898
478,"7051 Narcoossee Road, Orlando, FL",7051 Narcoossee Road,Orlando,FL,25,6339,5,Green,-81.2729396,28.4627068
439,"8085 Red Bug Lake Rd Ste.125, Oviedo, FL",8085 Red Bug Lake Rd Ste.125,Oviedo,FL,16,7954,7,Mauv,-81.2392841,28.6558313
807,"5540 Sunset Blvd, Ste C, Lexington, SC",5540 Sunset Blvd,Lexington,SC,38,7580,8,Fuscia,-81.2225647,33.9970104
438,"5180 Sr East, Palm Coast, FL",5180 Sr East,Palm Coast,FL,2,6226,1,Red,-81.2078699,29.5844524
486,"707 N. Alafaya Trail, Orlando, FL",707 N. Alafaya Trail,Orlando,FL,49,2889,6,Indigo,-81.2044291,28.5547704
473,"12150 Research Pkwy, Orlando, FL",12150 Research Pkwy,Orlando,FL,92,4553,6,Maroon,-81.2019619,28.5865784
